title,titleEtc,prodYear,directorNm,actorNm,nation,company,plot,runtime,rating,genre,kmdbUrl,type,use,repRlsDate,releaseDates,isReRelease,posters,stlls,vodUrl,ratingNo,ratingGrade,modDate,regDate
 오늘을 청춘이라 부를 날,"오늘을청춘이라부를날^오늘을 청춘이라 부를 날^The Day We’ll Remember as Youth, 오늘을 청춘이라 부를날, 오늘을청춘이라 부를 날, 오늘을 청춘이라부를 날, 오늘을청춘이라 부를날, 오늘을 청춘이라부를날, 오늘을청춘이라부를 날^The Day We'll Remember as Youth (Oneureul cheongchunira bureul...",2025,윤희창,"김승혜, 안주미, 김민중, 정민규, 장윤석",대한민국,세븐티세븐 픽쳐스,"서로를 믿고 의지하는 각별한 자매 사이인 ‘현경’과 ‘재경’.염세적이고 감정적인 ‘현경’과 달리, 밝고 생각이 깊은 동생 ‘재경’을 보며 사람들은 “친자매가 어쩜 저리 다르냐.”고 말한다.남몰래 동생 ‘재경’에게 연심을 품고 있는 ‘현경’. 그러나 아무에게도 말할 수 없는 비밀이었다. 적어도 그날이 오기 전엔.어느 날, ‘재경’에게 남자친구 ‘동희’의 존재를 알게 된다. 남자친구 때문에 자신에게 소홀해진 ‘재경’에게 서운함을 느끼는 ‘현경’. 서운함은 원망으로 바뀐다. 원망은 미움으로 바뀐다.결국 자신의 마음을 고백하게 되는 ‘현경’. 당연하게도 ‘재경’의 반응은 매몰찼다. 자신의 마음을 주체하지 못하게 된 ‘현경’은 점점 ‘재경’에게 미쳐가기 시작한다.그런 ‘현경’에게 또 하나의 시련이 닥친다. ‘현경’과 ‘재경’의 출생의 비밀이라는 이름으로.",86,,"드라마,멜로/로맨스",https://www.kmdb.or.kr/db/kor/detail/movie/K/40115,극영화,극장용,20251128,20251128,False,http://file.koreafilm.or.kr/thm/02/99/19/13/tn_DPK024621.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/75/29/tn_DST920392.jpg,,,,20250915,20250915
 괴수 8호: 미션 리컨,"괴수8호:미션리컨^괴수 8호: 미션 리컨^怪獣8号 第1期総集編^괴수8호미션리컨, 괴수 8호 미션 리컨, 괴수 8호 : 미션 리컨, 괴수8호: 미션 리컨^Kaiju No. 8: Mission Recon",2025,"미야 시게유키, 카미야 토모미","후쿠니시 마사야, 세토 아사미, 신 유우키, 카토 와타루, 카와니시 켄고, 파이루즈 아이",일본,Production I.G,"거대 괴수가 사람들을 위협하는 세계, 괴수를 토벌하는 방위대 입대를 꿈꾸던 ‘히비노 카프카’는 언제부턴가 꿈을 포기한 채 괴수 전문 청소업체 ‘몬스터 스위퍼’에서 일하고 있었다.그러던 어느 날, 어린 시절 소꿉친구이자 방위대의 떠오르는 스타 ‘아시로 미나’의 모습을 보고 마지막으로 시험에 도전하기로 하고, 후배 ‘이치카와 레노’와 함께 제3부대에 입대한다.드디어 꿈을 향해 나아가려던 순간, 수상한 괴수를 만나 기이한 능력을 가지게 되는데…「호시나의 휴일」휴일이란 방위대에게는 매우 드물게 평화로운 날. 긴 훈련 끝에 찾아 온 휴일에 방황하는 ‘레노’는 ‘이하루’와 함께 휴일을 보내는 ‘호시나’ 부대장을 미행해보기로 한다.하지만 두 사람의 미행은 예상치 못한 방향으로 흘러가고 마는데…?!",120,15세이상관람가,"액션,판타지",https://www.kmdb.or.kr/db/kor/detail/movie/F/63397,애니메이션,극장용,20250507,20250507,False,http://file.koreafilm.or.kr/thm/02/99/18/91/tn_DPF030987.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/71/06/tn_DST883688.jpg,https://www.kmdb.or.kr/trailer/trailerPlayPop?pFileNm=MK062513_P02.mp4,2025-MF00981,15세이상관람가,20250417,20250326
 썬레이: 폴른 솔저,"썬레이:폴른솔저^썬레이: 폴른 솔저^썬레이폴른솔저, 썬레이 폴른 솔저, 썬레이 : 폴른 솔저^Sunray: Fallen Soldier",2024,"제임스 클라크, 대니얼 셰퍼드","팀 컬런, 톰 리, 루크 솔로몬, 스티븐 블레이즈, 프랭키 랭케스터, 다니엘 데이비즈",영국,Sunray Productions,"수많은 생명을 구한 특수부대 코만도 오직 딸을 지키지 못했다!끝없는 사선의 임무를 완수한 특수부대 코만도.세상은 그를 버렸고, 딸이 마약 범죄에 희생된다.평생의 소명은 분노로 폭발하고, 마침내 팀원을 소집한다.임무는 단 하나, 딸을 죽인 마약단을 완전 파괴하라.특수부대의 숨겨진 화력을 확인한다.응징은 무자비한 폭력으로 완성된다.",115,15세이상관람가,액션,https://www.kmdb.or.kr/db/kor/detail/movie/F/63486,극영화,극장용,20250515,20250515,False,http://file.koreafilm.or.kr/thm/02/99/18/97/tn_DPF031194.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/73/02/tn_DST903419.jpg,,2025-MF00813,15세이상관람가,20250530,20250403
 미션 임파서블: 파이널 레코닝,"미션임파서블:파이널레코닝^미션 임파서블: 파이널 레코닝^미션임파서블파이널레코닝, 미션 임파서블 파이널 레코닝, 미션 임파서블 : 파이널 레코닝^Mission: Impossible - The Final Reckoning",2025,크리스토퍼 맥쿼리,"톰 크루즈, 헤일리 앳웰, 빙 라메스, 사이먼 페그, 폼 클레멘티에프, 그렉 타잔 데이비스, 에사이 모라레스, 헨리 체르니, 쉐어 위햄, 안젤라 바셋","미국,영국","Paramount Pictures,Skydance Media","디지털상의 모든 정보를 통제할 수 있는 사상 초유의 무기로 인해 전 세계 국가와 조직의 기능이 마비되고, 인류 전체가 위협받는 절체절명의 위기가 찾아온다.이를 막을 수 있는 건 오직 존재 자체가 기밀인 ‘에단 헌트’와 그가 소속된 IMF(Impossible Mission Force)뿐이다.무기를 무력화하는 데 반드시 필요한 키를 손에 쥔 ‘에단 헌트’.오랜 동료 ‘루터’와 ‘벤지’, 그리고 새로운 팀원이 된 ‘그레이스’, ‘파리’, ‘드가’와 함께 지금껏 경험했던 그 어떤 상대보다도 강력한 적에 맞서모두의 운명을 건 불가능한 미션에 뛰어든다!모든 선택이 향하는 단 하나의 미션! 미션 임파서블: 파이널 레코닝 ",169,15세이상관람가,"액션,어드벤처,스릴러",https://www.kmdb.or.kr/db/kor/detail/movie/F/63434,극영화,극장용,20250517,20250517||20250517,True,http://file.koreafilm.or.kr/thm/02/99/18/95/tn_DPF031074.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/71/36/tn_DST886554.jpg,,2025-MF01091||2025-MF01092,15세이상관람가||15세이상관람가,20250605,20250328
 블랙폰 2,"블랙폰2^블랙폰 2^블랙 폰 2, 블랙 폰2, BlackPhone 2^Black Phone 2",2025,스코트 데릭슨,"에단 호크, 메이슨 테임즈, 매들린 맥그로, 데미안 비쉬어, 미구엘 모라, 제레미 데이비스",미국,"Universal Pictures,Blumhouse Productions,Canadian ","전화가 울리는 순간, 다시 공포가 시작된다다시 울리기 시작한 공포의 전화.충격적인 사건의 유일한 생존자 ‘피니’(메이슨 테임즈), 죽은 자의 환영을 보는 ‘그웬’(매들린 맥그로).그들을 향한 사이코패스 살인마 ‘그래버’의 복수가 시작된다.받을 수도, 끊을 수도 없는 공포의 전화벨당신은 이 전화를 받을 수 있습니까?",114,15세이상관람가,공포,https://www.kmdb.or.kr/db/kor/detail/movie/F/64858,극영화,극장용,20251029,20251029,False,http://file.koreafilm.or.kr/thm/02/99/19/15/tn_DPF031918.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/75/66/tn_DST924054.jpg,https://www.kmdb.or.kr/trailer/trailerPlayPop?pFileNm=MK063901_P02.mp4,2025-MF02534,15세이상관람가,20250925,20250923
 만달로리안과 그로구,만달로리안과그로구^만달로리안과 그로구^만달로리안과그로구^Star Wars: The Mandalorian and Grogu,2026,존 파브로,"페드로 파스칼, 시고니 위버, 제레미 앨런 화이트, 조니 코인",미국,"Golem Creations,Ian Bryce Productions,Lucasfilm",영화  만달로리안과 그로구 는 디즈니+를 대표하는 웰메이드 시리즈이자 전 세계적인 사랑을 받은  만달로리안 의 주인공 ‘딘 자린’과 ‘그로구’가 드넓은 은하계를 모험하며 펼치는 이야기를 그린다.,,,"액션,어드벤처",https://www.kmdb.or.kr/db/kor/detail/movie/F/64856,극영화,극장용,2026,2026,False,http://file.koreafilm.or.kr/thm/02/99/19/15/tn_DPF031949.jpg,,,,,20250923,20250923
 파이널 데스티네이션 블러드라인,"파이널데스티네이션블러드라인^파이널 데스티네이션 블러드라인^Final Destination Bloodlines, 파이널데스티네이션블러드라인, 파이널 데스티네이션 블러드라인, 파이널 데스티네이션 : 블러드라인, 파이널 데스티네이션: 블러드 라인, 파이널 데스티네이션: 블러드라인, 파이널 데스티네이션 블러드 라인^Final Destination: Bloodlin...",2025,"잭 리포브스키, 아담 B. 스테인","케이틀린 산타 후아나, 테오 브리오네스, 리처드 하몬, 오웬 패트릭 조이너, 안나 로어, 브렉 베이싱거, 토니 토드, 가브리엘 로즈, 라이아 킬스테트",미국,"워너브러더스,Inzide Media,New Line Cinema,Practical Pict","끝없는 악몽에 시달리던 ‘스테파니’는 그 원인을 찾던 중 집안 대대로 내려오는 죽음의 저주와 그 실체를 알게 된다.놀랍게도, 죽음의 순서가 자신의 가족에게 이어졌음을 알게 되는데...이제, 다음 차례는 누구?",110,청소년관람불가,공포,https://www.kmdb.or.kr/db/kor/detail/movie/F/63445,극영화,극장용,20250514,20250514,False,http://file.koreafilm.or.kr/thm/02/99/18/96/tn_DPF031111.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/71/30/tn_DST885916.jpg,https://www.kmdb.or.kr/trailer/trailerPlayPop?pFileNm=MK062579_P02.mp4,2025-MF00919,청소년관람불가,20250421,20250401
 볼레로: 불멸의 선율,"볼레로:불멸의선율^볼레로: 불멸의 선율^Boléro^볼레로불멸의선율, 볼레로 불멸의 선율, 볼레로 : 불멸의 선율^Bolero",2024,앤 폰테인,"라파엘 페르소나즈, 도리아 틸리에, 잔느 발리바, 엠마뉴엘 드보, 뱅상 뻬레","프랑스,벨기에","Ciné@,Cinéfrance Studios,F Comme Film","1928년, 파리가 광란의 시대를 살아가던 때, 무용수 ‘이다 루빈슈타인’은 ‘모리스 라벨’에게 자신의 발레 음악을 의뢰한다.영감이 떠오르지 않아 고심하던 라벨은 자신이 걸어온 길을 되돌아본다.로마 대상 수상 실패와 전쟁이 남긴 상처, 어머니의 죽음, 그리고 그의 뮤즈 ‘미시아 세르’에게 품었던 이루어질 수 없는 사랑...라벨은 마침내 세계를 사로잡을 걸작 ‘볼레로’를 창조해낸다.영원히 기억될 불멸의 선율 ‘볼레로’당신이 몰랐던 숨겨진 이야기가 펼쳐진다.",121,12세이상관람가,"드라마,뮤직",https://www.kmdb.or.kr/db/kor/detail/movie/F/63444,극영화,극장용,20250430,20250430,False,http://file.koreafilm.or.kr/thm/02/99/18/94/tn_DPF031032.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/70/94/tn_DST882696.jpg,,2025-MF00868,12세이상관람가,20250409,20250401
 승부,"승부^승부, 더 매치, 더매치^The Match (Seungbu)",2025,김형주,"이병헌, 유아인, 고창석, 현봉식, 문정희, 김강훈, 남문철, 주진모, 전무송, 정석용",대한민국,㈜영화사 월광,"세계 최고 바둑 대회에서 국내 최초 우승자가 된 조훈현.전 국민적 영웅으로 대접받던 그는 바둑 신동이라 불리는 이창호를 제자로 맞는다.“실전에선 기세가 8할이야”제자와 한 지붕 아래에서 먹고 자며 가르친 지 수년.모두가 스승의 뻔한 승리를 예상했던 첫 사제 대결에서 조훈현은 전 국민이 지켜보는 가운데, 기세를 탄 제자에게 충격적으로 패한다.오랜만에 패배를 맛본 조훈현과 이제 승부의 맛을 알게 된 이창호.조훈현은 타고난 승부사적 기질을 되살리며 다시 한번 올라갈 결심을 하게 되는데…",115,12세이상관람가,드라마,https://www.kmdb.or.kr/db/kor/detail/movie/K/38188,극영화,극장용,20250326,20250326,False,http://file.koreafilm.or.kr/thm/02/99/18/74/tn_DPK023453.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/70/52/tn_DST879716.jpg,,2025-MF00425,12세이상관람가,20250509,20250217
 극장판 주술회전: 회옥·옥절,"극장판주술회전:회옥·옥절^극장판 주술회전: 회옥·옥절^극장판주술회전회옥옥절, 극장판 주술회전 회옥옥절, 극장판 주술회전 회옥 옥절, 극장판 주술회전 : 회옥·옥절, 극장판 주술회전 : 회옥 옥절, 극장판 주술회전: 회옥•옥절^Jujutsu Kaisen: Hidden Inventory / Premature Death – The Movie",2025,고쇼조노 쇼타,"나카무라 유이치, 사쿠라이 타카히로, 엔도 아야, 쿠로다 타카야, 카지와라 가쿠토",일본,MAPPA,"최강의 두 사람, 다시는 돌아갈 수 없는 푸른 봄2006년 봄, 주술고등전문학교 시절의 고죠 사토루와 게토 스구루.불사의 술식을 가진 주술계 핵심, 텐겐으로부터 의뢰가 도착한다.의뢰는 두 가지, 텐겐과 적합자인 성장체 아마나이 리코라는 소녀의 ‘호위’와 ‘말소’.두 사람은 주술계 존속을 위한 호위 임무에 나서지만 후시구로라 불리는 ‘주술사 킬러’가 암살을 노리고 나타난다.최강의 주술사와 최악의 주저사가 된 고죠와 게토, 두 사람의 엇갈린 운명의 과거가 밝혀진다.",110,15세이상관람가,"액션,판타지",https://www.kmdb.or.kr/db/kor/detail/movie/F/64615,애니메이션,극장용,20251016,20251016,False,http://file.koreafilm.or.kr/thm/02/99/19/13/tn_DPF031843.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/75/70/tn_DST924435.jpg,https://www.kmdb.or.kr/trailer/trailerPlayPop?pFileNm=MK063845_P02.mp4,2025-MF02263,15세이상관람가,20250910,20250903
 노이즈,노이즈^노이즈^Noise (Noijeu),2025,김수진,"이선빈, 전익령, 김민석, 류경수, 한수아, 백주희, 김경룡, 한철우, 최은경, 지성은",대한민국,㈜화인컷,"시끄러워 죽겠어요못 살겠네 죽이고 싶다내 집 마련에 성공한 주영(이선빈)과 주희(한수아) 자매어느 날부터 아파트 어딘가에서 들려오는 정체불명의 층간소음에 시달린다.그러던 중 동생 주희와 연락이 끊기자 불안에 휩싸인 주영은급히 지방 공장에서 집으로 돌아오고,주희의 남자친구 기훈(김민석)과 함께 실종된 동생을 추적하기 시작한다.한편, 자매와 마찬가지로 층간소음에 시달리던 아랫집 남자(류경수)는그 소음의 근원이 윗집 자매에게 있다고 생각해 살인 협박을 하게 되는데….",93,15세이상관람가,"공포,스릴러",https://www.kmdb.or.kr/db/kor/detail/movie/K/37664,극영화,극장용,20250625,20250625,False,http://file.koreafilm.or.kr/thm/02/99/19/01/tn_DPK024077.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/69/74/tn_DST873000.jpg,,2025-MF00742,15세이상관람가,20250801,20241104
 구원자,구원자^구원자^(Guwonja),2025,신준,"김병철, 송지효, 김히어라",대한민국,"주식회사 메이데이홀딩컴퍼니,주식회사 스튜디오플럼","축복의 땅이라고 불리는 오복리에 이사 온 ‘영범’과 ‘선희’.그곳에서 의문의 노인을 만난 뒤, 교통사고로 걷지 못하던 아들 ‘종훈’이 다시 걷게 되는 기적을 경험한다.한편, ‘오복리’에서 홀로 아들 ‘민재’를 키우며 살아오던 ‘춘서’는 그의 가족에게 닥친 저주에 가까운 불행들이 ‘영범’가족과 관련이 있음을 알게 되는데…“세상엔 균형이 필요한 법이거든.누군가 기적을 받으려면, 누군가는 저주를 받아야 해”",103,15세이상관람가,미스터리,https://www.kmdb.or.kr/db/kor/detail/movie/K/40173,극영화,극장용,20251105,20251105,False,http://file.koreafilm.or.kr/thm/02/99/19/16/tn_DPK024711.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/75/66/tn_DST924018.jpg,,2025-MF02710,15세이상관람가,20251023,20250930
 하이파이브,"하이파이브^hifive, Hi 5, Hi.5, Hi5, Hi - 5^Hi-5 (Haipaibeu)",2025,강형철,"이재인, 안재홍, 유아인, 라미란, 김희원, 오정세, 신구, 박진영, 진희경, 장광",대한민국,안나푸르나필름,"평범과 비범 사이! 우리가 누구? ‘하이파이브’태권소녀 ‘완서’, 작가 지망생 ‘지성’, 후레쉬 매니저 ‘선녀’,FM 작업반장 ‘약선’ 그리고 힙스터 백수 ‘기동’.의문의 장기 기증자로부터 각각 심장과 폐, 신장, 간, 각막을 이식받은 다섯 사람.그런데 건강해진 몸과 함께 생각지도 못한 초능력이 덤으로 딸려왔다!자신만의 표식을 통해 서로의 존재를 확인하고 한 팀을 결성하기로 의기투합하지만 능력도 성격도 취향도 제각각, 모이기만 하면 다툼과 사고가 끊이지 않는다.한편, 췌장을 이식받고 마찬가지로 특별한 능력을 얻게 된 새신교 교주 ‘영춘’은 평생 꿈꿔온 절대자가 되기 위해 나머지 이식자들을 찾아 나서는데…",119,15세이상관람가,"판타지,액션,코메디",https://www.kmdb.or.kr/db/kor/detail/movie/K/28502,극영화,극장용,20250530,20250530,False,http://file.koreafilm.or.kr/thm/02/99/19/01/tn_DPK024064.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/72/73/tn_DST900383.jpg,,2025-MF01045,15세이상관람가,20251021,20220106
 프라우드 프린세스: 로열 어드벤처,"프라우드프린세스:로열어드벤처^프라우드 프린세스: 로열 어드벤처^Pyšná princezna^프라우드프린세스로열어드벤처, 프라우드 프린세스 로열 어드벤처, 프라우드 프린세스 : 로열 어드벤처, Pysna princezna, Pysná princezna^The Proud Princess",2024,"라덱 베란, 데이비드 리시","안나 피알로바, 마레크 람보라","체코,폴란드,슬로바키아",Luminar Film,"정원사와 사랑에 빠진 공주가 있다?!부드러운 목소리를 지녔고 다정한 배려가 몸에 밴 ‘벤자민’ 왕은 가장 아름다운 ‘캐롤리나’ 공주를 처음 본 순간 한눈에 반한다.하지만 건방지고 까칠한 ‘캐롤리나’ 공주는 사절단을 통해 보낸 그의 청혼을 가볍게 무시한다.포기를 모르는 ‘벤자민’ 왕은 정원사로 신분을 숨기고 ‘캐롤리나’ 공주에게 다가가 그녀의 마음을 조금씩 사로잡기 시작한다.한편 ‘캐롤리나’ 공주의 결혼을 이용해 한몫 단단히 챙기려던 ‘막시무스’ 삼총사는 ‘벤자민’이 방해가 되자,그를 없애고 둘을 떼어놓을 음모를 꾸미는데…",84,전체관람가,"코메디,멜로/로맨스,가족,판타지",https://www.kmdb.or.kr/db/kor/detail/movie/F/64286,애니메이션,극장용,20250815,20250815,False,http://file.koreafilm.or.kr/thm/02/99/19/08/tn_DPF031651.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/74/35/tn_DST911554.jpg,,2025-MF01888,전체관람가,20250724,20250722
 제프 맥페트리지: 드로잉 라이프,"제프맥페트리지:드로잉라이프^제프 맥페트리지: 드로잉 라이프^제프맥페트리지드로잉라이프, 제프 맥페트리지 드로잉 라이프, 제프 맥페트리지 : 드로잉 라이프, 제프맥페트리지: 드로잉라이프^Geoff McFetridge: Drawing a Life",2023,댄 코버트,"제프 맥페트리지, 스파이크 존즈, 소피아 코폴라, 사라 드빈센티스, 예스퍼 엘그",미국,Dress Code,"“그의 디자인은 어디에나 존재한다”사람들로 붐비는 지하철역부터 애플, 나이키, 에르메스 등 글로벌 브랜드와의 협업과 영화  그녀 ,  존 말코비치 되기 까지···평범한 하루 속에서 즐거움을 발견하고 일상의 유쾌함을 디자인하는 그래픽 아티스트 제프 맥페트리지그가 달리고, 그리고, 생각하는 모든 순간을 담다",80,전체관람가,"문화,인물",https://www.kmdb.or.kr/db/kor/detail/movie/B/11891,다큐멘터리,극장용,20250813,20250813,False,http://file.koreafilm.or.kr/thm/02/99/19/09/tn_DPB001867.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/74/19/tn_DST909789.jpg,https://www.kmdb.or.kr/trailer/trailerPlayPop?pFileNm=MK063328_P02.mp4,2025-MF01959,전체관람가,20250730,20250721
 메이크 어 걸,"메이크어걸^메이크 어 걸^메이크어 걸, 메이크 어걸^Make a Girl",2025,야스다 겐쇼,"타네자키 아츠미, 호리에 슌, 마스다 토시키, 아마미야 소라, 하나자와 카나",일본,카도카와,"슬럼프에 빠진 천재 소년 아키라.마지막 돌파구로 인조인간 여자친구 ‘제로호' 를 만들어낸다.서툰 감정만 내보이던 제로호는 아키라와 함께 시간을 보내며 감정을 배워가고 점차 그에게 빠져들게 된다.“아키라 씨, 제 마음은 전부 설계된 건가요?”그러나 아키라는 제로호의 마음을 끝내 믿지 못하고 상처받은 제로호는 자신을 스스로 꺼버린 채 시공간 속으로 사라져 버린다.'사랑을... 설계할 수 있을까?'사랑이 완성되기도 전에 사라진 제로호를 되찾기 위해, 운명을 건 러브 서스펜스가 시작된다!",92,12세이상관람가,"SF,멜로/로맨스,어드벤처",https://www.kmdb.or.kr/db/kor/detail/movie/F/64341,애니메이션,극장용,20250910,20250910,False,http://file.koreafilm.or.kr/thm/02/99/19/10/tn_DPF031734.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/74/45/tn_DST912520.jpg,,2025-MF01925,12세이상관람가,20250909,20250730
 성욕주의: 은밀한 밀회,"성욕주의:은밀한밀회^성욕주의: 은밀한 밀회^破浪男女^더 크로니클스 오브 리비도이스츠, 더크로니클스오브리비도이스츠, 성욕주의은밀한밀회, 성욕주의 은밀한 밀회, 성욕주의 : 은밀한 밀회, 성욕주의: 은밀한밀회^The Chronicles of Liodoists^파랑남녀",2024,양아체,"오강인, 유주평, 양상화, 가위림",대만,Atom Cinema,비밀이 있는 경찰 루.가벼운 만남을 추구하는 작가 천.사랑 없는 결혼을 하는 퀴디.은밀한 아르바이트를 하는 우버딕.아슬아슬한 관계 속에서 욕망을 갈망하는 네 남녀.그들은 서로에게 깊어질수록 더 큰 성적 만족을 찾게 되는데...,106,청소년관람불가,드라마,https://www.kmdb.or.kr/db/kor/detail/movie/F/64180,극영화,극장용,20250731,20250731,False,http://file.koreafilm.or.kr/thm/02/99/19/08/tn_DPF031645.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/74/26/tn_DST910712.jpg,,2025-MF01737,청소년관람불가,20250729,20250710
 극장판 체인소 맨: 레제편,"극장판체인소맨:레제편^극장판 체인소 맨: 레제편^チェンソーマン レゼ篇^극장판 체인소맨: 레제편, 극장판 체인소 맨 : 레제편, 극장판 체인소맨 : 레제편, 극장판체인소맨레제편, 극장판 체인소 맨 레제편, 극장판 체인소맨 레제편, Chainsaw Man The Movie: Reze Arc^Chainsaw Man - The Movie: Reze Arc^Geki...",2025,요시하라 타츠야,"토야 키쿠노스케, 쿠스노키 토모리, 사카타 쇼고, 파이루즈 아이, 우에도 레이나",일본,"마파,슈에이샤","인기 애니메이션 '체인소 맨' 첫 공식 극장판 국내 상륙!압도적 배틀 액션이 스크린에서 폭발한다!데블 헌터로 일하는 소년 ‘덴지’는 조직의 배신으로 죽음에 내몰린 순간 전기톱 악마견 ‘포치타’와의 계약으로 하나로 합쳐져 누구도 막을 수 없는 존재 ‘체인소 맨’으로 다시 태어난다.악마와 사냥꾼, 그리고 정체불명의 적들이 얽힌 잔혹한 전쟁 속에서 ‘레제’라는 이름의 미스터리한 소녀가 ‘덴지’ 앞에 나타나는데…‘덴지’는 사랑이라는 감정에 이끌려 지금껏 가장 위험한 배틀에 몸을 던진다!",100,15세이상관람가,"액션,코메디,공포,멜로/로맨스,어드벤처,판타지,스릴러",https://www.kmdb.or.kr/db/kor/detail/movie/F/64122,애니메이션,극장용,20250924,20250924||20251024,True,http://file.koreafilm.or.kr/thm/02/99/19/14/tn_DPF031898.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/74/52/tn_DST913231.jpg,https://www.kmdb.or.kr/trailer/trailerPlayPop?pFileNm=MK063448_P02.mp4,2025-MF02331||2025-MF02784,15세이상관람가||15세이상관람가,20251023,20250704
 귀멸의 칼날: 환락의 거리 결전편,"귀멸의칼날:환락의거리결전편^귀멸의 칼날: 환락의 거리 결전편^귀멸의칼날환락의거리결전편, 귀멸의 칼날 환락의 거리 결전편, 귀멸의 칼날 : 환락의 거리 결전편^Demon Slayer: Kimetsu no Yaiba Special Edition Entertainment District Arc Part 2",2021,소토자키 하루오,"하나에 나츠키, 키토 아카리, 코니시 카츠유키, 시모노 히로, 마츠오카 요시츠구, 이시가미 시즈카, 토야마 나오",일본,ufotable,"혈귀화가 진행되어, 사람을 습격하려고 하는 네즈코를 탄지로는 자장가로 힘겹게 재운다.한편, 우즈이는 다키의 목을 베는 데 성공하지만, 다키의 안에서 또다시 새로운 혈귀인 규타로가 나타나고 만다.다키의 오빠이자, 또 하나의 상현 6인 규타로. 다키와 규타로, 두 혈귀와 우즈이의 싸움이 시작된다.",126,15세이상관람가,액션,https://www.kmdb.or.kr/db/kor/detail/movie/F/64112,애니메이션,극장용,20250718,20250718,False,http://file.koreafilm.or.kr/thm/02/99/19/06/tn_DPF031513.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/74/09/tn_DST908378.jpg,,2025-MF01671,15세이상관람가,20250710,20250703
 임영웅 [아임 히어로 2] 청음회,"임영웅[아임히어로2]청음회^임영웅 [아임 히어로 2] 청음회^케이팝청음회, 케이팝 청음회, 임영웅 아임 히어로 2 청음회, 임영웅아임히어로2청음회, 임영웅 [아임히어로2] 청음회, 임영웅 아임히어로2 청음회^(Imyeongung [aim hieoro 2] cheongeumhoe)",2025,씨제이,임영웅,대한민국,CJ ENM,"약 3년여 만에 2번째 정규 앨범 [IM HERO 2]로 돌아오는 임영웅!앨범 발매에 앞서 가장 먼저 영웅시대에 게 특별한 청음회를 선보인다.'답장을 보낸지‘, 'ULSSIGU’, '순간을 영 원처럼‘, '들꽃이 될게요’, '비가와서’,'Wonderful Life', '그댈 위한 멜로디‘,'돌아보지 마세요‘, 알겠어요 미안해요','나는야HERO‘, '우리에게 안녕' 총 11곡으로 꽉 채운 2집 앨범을 가장 먼 저 만나보는 임영웅 IM HERO 2 청음 회]임영웅만의 한층 넓어진 음악적 스펙트럼 과 깊어진 감성으로 특별한 음악 경험을 선물한다.",45,전체관람가,"뮤직,인물",https://www.kmdb.or.kr/db/kor/detail/movie/A/13566,기타,극장용,20250828,20250828,False,http://file.koreafilm.or.kr/thm/02/99/19/11/tn_DPA002277.jpg,,,2025-MF02115,전체관람가,20250821,20250814
 건국전쟁2,"건국전쟁2^건국 전쟁 2, 건국전쟁 2, 건국 전쟁2^The Birth of Korea 2: Freedom Fighter (Geongukjeonjaeng2)",2025,김덕영,"브라이언 마이어스, 김영중, 마이클 브린, 김대호, 황성준, 김동식, 양준석, 나종삼",대한민국,㈜다큐스토리 프로덕션,‘공산주의의 프리즘을 통해서 본 대한민국 해방전후사의 재인식’ 1945년 8월 15일 해방되는 날부터 1950년 6월 25일 한국전쟁이 발발하기 전까지 과연 대한민국에서는 어떤 일들이 벌어지고 있었을까? 그동안 우리 역사에서 알려지지 않았던 비밀스런 좌익과 공산주의 역사를 미 정부 공식문서와 기록필름 등을 통해 객관적으로 밝혀낸 작품.,108,12세이상관람가,사회,https://www.kmdb.or.kr/db/kor/detail/movie/A/13528,다큐멘터리,극장용,20250910,20250910,False,http://file.koreafilm.or.kr/thm/02/99/19/12/tn_DPA002283.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/74/75/tn_DST914982.jpg,https://www.kmdb.or.kr/trailer/trailerPlayPop?pFileNm=MK063471_P02.mp4,2025-MF01960,12세이상관람가,20250903,20250730
